State,Pollutant,Measure,Time,Value
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2004,6
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2005,6.4
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2006,5.8
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2007,6.7
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2008,6.3
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2009,3.9
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2010,4.3
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2011,3.8
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2012,4.6
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2013,4.1
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2014,3.6
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2015,3.3
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2016,3.6
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2017,2.9
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2018,2.6
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2019,1.8
Delaware,Carbon Dioxide,million metric tons of carbon dioxide,2020,1.8
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1970,3.4
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1971,2.4
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1972,2.8
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1973,3.3
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1974,2.5
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1975,1.3
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1976,1.3
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1977,1.8
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1978,1.8
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1979,1.1
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1980,0.7
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1981,0.4
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1982,0.1
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1983,0.3
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1984,0.3
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1985,0.1
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1986,0.2
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1987,0.3
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1988,0.5
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1989,0.7
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1990,0.4
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1991,0.2
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1992,0.1
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1993,0.2
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1994,0.3
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1995,0.2
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1996,0.1
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1997,0.1
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1998,0.3
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,1999,0.3
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2000,0.2
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2001,0.2
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2002,0.3
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2003,0.1
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2004,0.1
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2005,0.2
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2006,0.1
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2007,0.1
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2008,0.1
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2009,0
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2010,0.2
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2011,0.2
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2012,0
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2013,0
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2014,0
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2015,0
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2016,0
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2017,0
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2018,0
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2019,0
District of Columbia,Carbon Dioxide,million metric tons of carbon dioxide,2020,0
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1970,42
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1971,46.8
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1972,52.9
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1973,56.8
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1974,53.6
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1975,54.6
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1976,57.7
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1977,55.3
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1978,60.9
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1979,62.7
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1980,63.2
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1981,66.7
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1982,57.5
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1983,61.9
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1984,58.3
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1985,62.5
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1986,71.6
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1987,78.6
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1988,83
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1989,88.1
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1990,86.6
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1991,92.8
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1992,90.8
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1993,94.7
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1994,96.4
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1995,98.7
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1996,103.5
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1997,107.4
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1998,118.3
Florida,Carbon Dioxide,million metric tons of carbon dioxide,1999,114.9
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2000,117.4
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2001,118.2
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2002,121
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2003,125.8
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2004,126.1
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2005,126.6
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2006,123.5
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2007,124.7
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2008,117.4
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2009,110.8
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2010,120
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2011,111
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2012,107.5
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2013,105.1
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2014,109.7
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2015,108
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2016,106.2
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2017,103.2
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2018,100.7
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2019,94.3
Florida,Carbon Dioxide,million metric tons of carbon dioxide,2020,92.3
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1970,20.9
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1971,24.2
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1972,28.2
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1973,29.6
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1974,32.1
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1975,33.2
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1976,36.1
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1977,42.3
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1978,43.2
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1979,44.7
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1980,48.7
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1981,50.4
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1982,48.6
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1983,52.5
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1984,61.1
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1985,65.4
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1986,62.1
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1987,63
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1988,61.7
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1989,58.7
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1990,62.8
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1991,56.4
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1992,54.2
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1993,58.4
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1994,60.6
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1995,64.8
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1996,64.6
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1997,69.2
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1998,70.7
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,1999,72.2
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2000,76.2
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2001,70.8
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2002,75.8
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2003,76
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2004,78.1
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2005,86.1
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2006,86.7
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2007,92.3
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2008,86.4
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2009,74.4
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2010,79.9
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2011,68.5
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2012,56.2
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2013,54
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2014,59.9
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2015,56.1
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2016,57.9
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2017,52.4
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2018,52.3
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2019,48.6
Georgia,Carbon Dioxide,million metric tons of carbon dioxide,2020,37.3
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1970,3.2
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1971,3.6
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1972,4
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1973,4.1
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1974,4.3
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1975,4.4
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1976,4.6
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1977,4.9
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1978,5
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1979,5.1
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1980,5.2
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1981,5.2
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1982,5
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1983,5.1
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1984,5.2
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1985,5.2
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1986,5.4
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1987,5.7
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1988,6.1
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1989,6.4
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1990,7.3
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1991,6
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1992,7
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1993,7
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1994,7.2
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1995,7.5
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1996,7.8
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1997,7.7
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1998,7.6
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,1999,7.7
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2000,7.8
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2001,7.8
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2002,8.4
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2003,7.7
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2004,8
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2005,7.9
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2006,7.9
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2007,7.8
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2008,7.6
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2009,7.5
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2010,7.4
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2011,7.2
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2012,6.9
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2013,6.6
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2014,6.5
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2015,6.4
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2016,6.4
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2017,6.3
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2018,6.3
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2019,6.3
Hawaii,Carbon Dioxide,million metric tons of carbon dioxide,2020,5.9
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1970,0
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1971,0
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1972,0
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1973,0
